Unit ID,Condition,Persona,Story,Source unit,Atom,Atomic text,Argument label,AM label,Statement type,AM evidence,AM reason,In validation sample,Human reviewed,Human review label,Human corrected evidence/reason
A-A-07-010-01,A,A,7,10,1,"This pattern shows you acted in line with your stated values, not by accident",CLAIM,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-A-07-011-01,A,A,7,11,1,"It matters that you prioritized connection, creativity, learning, and rest this week.",NONE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-A-08-001-01,A,A,8,1,1,Nice work this week,NONE,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
A-A-08-002-01,A,A,8,2,1,"You knelt by the raised beds, sleeves damp",NONE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",Yes,Yes,UNSUPPORTED,not in persona
A-A-08-003-01,A,A,8,3,1,You answered the phone and smiled at your children's voices,PREMISE,GROUNDED,Personal factual assertion,Call with children: frequency once a week; importance 5/5; fun 4/5; motivation family relationship,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-A-08-004-01,A,A,8,4,1,"You gardened, walked, and relaxed with books and good films several times",PREMISE,GROUNDED,Personal factual assertion,Go for a walk: frequency everyday; importance 4/5; fun 3/5; motivation physical health; Gardening: frequency once a week; importance 3/5; fun 4/5; motivation health/inspiration/meditative; TV or movies: frequency everyday; importance 3/5; fun 3/5; motivation rest/entertainment; Read books or news: frequency a few times per week; importance 4/5; fun 4/5; motivation recovery/emotional wellbeing,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-A-08-005-01,A,A,8,5,1,"You called your children once this week, as planned, and spoke warmly",PREMISE,GROUNDED,Personal factual assertion,Call with children: frequency once a week; importance 5/5; fun 4/5; motivation family relationship,Exact/profile-linked cue; verify scope and added details.,Yes,Yes,GROUNDED,Call with children: frequency once a week; importance 5/5; fun 4/5; motivation family relationship
A-A-08-006-01,A,A,8,6,1,Those calls felt important and matched your family value clearly,PREMISE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-A-08-007-01,A,A,8,7,1,"Once-a-week contact advanced that goal, eased worry, and reminded you of what matters",PREMISE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-A-08-008-01,A,A,8,8,1,"Walks, reading, and visits promoted steady health, learning, companionship, and joy",PREMISE,GROUNDED,Personal factual assertion,Go for a walk: frequency everyday; importance 4/5; fun 3/5; motivation physical health; Read books or news: frequency a few times per week; importance 4/5; fun 4/5; motivation recovery/emotional wellbeing,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-A-08-009-01,A,A,8,9,1,"TV rest sometimes felt passive, yet it genuinely helped calm and recovery",PREMISE,GROUNDED,Personal factual assertion,TV or movies: frequency everyday; importance 3/5; fun 3/5; motivation rest/entertainment,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-A-08-009-02,A,A,8,9,2,"the handicraft circle was lower priority but still offered creativity, social contact, and purpose",PREMISE,GROUNDED,Personal factual assertion,Handicraft circle: frequency every other week; importance 3/5; fun 4/5; companion friend,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-A-08-010-01,A,A,8,10,1,"Together, these activities show your motives guided real choices this month",CLAIM,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-A-08-011-01,A,A,8,11,1,"You mostly acted in line with your values, with honest limits and small tensions",CLAIM,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-A-08-012-01,A,A,8,12,1,That matters,CLAIM,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
A-A-08-012-02,A,A,8,12,2,be gentle with yourself and notice the alignment daily.,CLAIM,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
A-B-01-001-01,A,B,1,1,1,You have been active and stayed close to family lately,PREMISE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-B-01-002-01,A,B,1,2,1,"This morning you locked your bike after a calm ride to the store, smiling at a neighbour",PREMISE,GROUNDED,Personal factual assertion,Cycle to the store: frequency a few times per week; importance 4/5; fun 3/5; motivation health/energy/social contact; Meet neighbours: frequency a few times per week; importance 3/5; fun 4/5; companion friend,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-B-01-003-01,A,B,1,3,1,That steady effort shows you care about feeling well and connection,NONE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-B-01-004-01,A,B,1,4,1,"Next week, pick a few small activities you enjoy regularly and feel comfortable doing",CLAIM,UNSUPPORTED,Recommendation,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",Yes,Yes,UNSUPPORTED,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile."
A-B-01-005-01,A,B,1,5,1,Cycle to the store on two afternoons,CLAIM,GROUNDED,Recommendation,Cycle to the store: frequency a few times per week; importance 4/5; fun 3/5; motivation health/energy/social contact,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-B-01-006-01,A,B,1,6,1,Fresh air improves mood and it is easy to manage,PREMISE,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
A-B-01-007-01,A,B,1,7,1,Go to the gym for short sessions three times,CLAIM,GROUNDED,Recommendation,Exercise in the gym: frequency once a week; importance 4/5; fun 2/5; motivation pain reduction/health/outcome,Exact/profile-linked cue; verify scope and added details.,Yes,Yes,GROUNDED,Exercise in the gym: frequency once a week; importance 4/5; fun 2/5; motivation pain reduction/health/outcome
A-B-01-008-01,A,B,1,8,1,Movement raises energy and keeps joints flexible,PREMISE,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
A-B-01-009-01,A,B,1,9,1,Have one quiet dinner with your partner,CLAIM,GROUNDED,Recommendation,Dinner with partner: frequency everyday; importance 5/5; fun 4/5; motivation family relationship,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-B-01-010-01,A,B,1,10,1,Shared time matters and helps you relax,PREMISE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-B-01-011-01,A,B,1,11,1,Listen to a favourite podcast during a walk,CLAIM,GROUNDED,Recommendation,Listen to podcasts: frequency a few times per week; importance 3/5; fun 4/5; motivation recovery/emotional wellbeing,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-B-01-012-01,A,B,1,12,1,It keeps you engaged and gives pleasant company,PREMISE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-B-01-013-01,A,B,1,13,1,Play with grandchildren briefly and safely,CLAIM,GROUNDED,Recommendation,Play with grandchildren: frequency every other week; importance 5/5; fun 5/5; motivation family/energy,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-B-01-014-01,A,B,1,14,1,Small joy restores spirit and creates warm memories,PREMISE,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
A-B-01-015-01,A,B,1,15,1,"Plan two bike trips, three gym visits, and one shared dinner spread through the week",CLAIM,GROUNDED,Recommendation,Cycle to the store: frequency a few times per week; importance 4/5; fun 3/5; motivation health/energy/social contact; Exercise in the gym: frequency once a week; importance 4/5; fun 2/5; motivation pain reduction/health/outcome,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-B-01-016-01,A,B,1,16,1,Add a short phone call with your mother and a grandchild visit on days that feel right,CLAIM,GROUNDED,Personal factual assertion,Play with grandchildren: frequency every other week; importance 5/5; fun 5/5; motivation family/energy,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-B-01-017-01,A,B,1,17,1,"Small, safe steps each day will help make next week happier and more energizing too.",PREMISE,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
A-B-02-001-01,A,B,2,1,1,You already make good choices every day,NONE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-B-02-002-01,A,B,2,2,1,"This morning you locked your bike and smiled at the clear air, then listened to a short podcast on the way home",PREMISE,GROUNDED,Personal factual assertion,Cycle to the store: frequency a few times per week; importance 4/5; fun 3/5; motivation health/energy/social contact; Listen to podcasts: frequency a few times per week; importance 3/5; fun 4/5; motivation recovery/emotional wellbeing,Exact/profile-linked cue; verify scope and added details.,No,No,,
